age,income,credit_score,employment_type,loan_amount,existing_loans,spending_ratio,loan_status
59,119227,565,2,288805,3,0.333937442,0
53,138920,364,2,480191,1,0.379681473,0
21,33331,632,0,303576,1,0.28738975,0
47,83927,812,1,235119,1,0.699366987,0
33,106226,432,0,429363,3,0.453086349,1
23,104719,839,1,34114,2,0.354186307,1
59,83014,834,2,11030,0,0.555126904,1
26,59346,795,2,357195,1,0.247774514,1
28,90411,668,0,183501,0,0.846384624,0
47,74478,398,0,314887,4,0.406127265,0
29,32254,616,1,231941,3,0.820525044,0
57,75734,422,1,392900,4,0.548334046,0
53,48621,619,1,332759,1,0.795105348,0
44,136490,794,0,52577,2,0.372945109,0
35,96441,756,2,492800,1,0.322689422,1
52,66121,821,0,377580,0,0.794588262,0
52,147386,819,2,7966,1,0.349046718,1
44,101418,614,0,396500,2,0.722336745,0
32,80197,841,0,380982,2,0.441208656,1
59,104577,778,1,8728,3,0.723735609,0
22,114634,319,2,173376,3,0.835352386,0
23,138034,429,0,447493,2,0.887146902,0
57,62431,592,0,240189,2,0.451866634,0
37,137637,431,2,488546,0,0.457268084,0
22,119245,655,0,137019,1,0.886971416,0
22,120211,353,2,476317,3,0.803069691,0
48,24837,686,1,348524,0,0.23156438,0
43,131984,564,1,333274,1,0.60141499,0
57,110025,514,2,26414,3,0.32687134,0
52,103163,759,1,494442,0,0.895808775,0
53,91232,757,2,480276,4,0.297246109,1
21,68994,342,0,98005,4,0.591543329,0
39,99079,577,0,417655,3,0.665638859,0
22,32615,429,2,358886,0,0.855945258,0
46,21466,649,0,456436,1,0.793080818,0
52,50771,843,1,182857,1,0.37202834,1
26,138645,405,0,304117,0,0.600836766,0
52,103886,300,0,354235,4,0.867501771,0
24,85911,731,2,209390,0,0.715001793,0
31,118566,605,1,204268,4,0.681835444,0
37,40746,826,0,250389,4,0.728430755,0
58,108422,352,0,241232,1,0.425754332,0
44,129884,819,2,142161,3,0.710476589,0
25,80739,629,2,206926,2,0.362998326,0
54,128440,624,1,329379,0,0.49967194,0
26,118187,413,0,490357,4,0.822950172,0
42,93369,446,2,34400,0,0.213279803,0
31,21893,465,2,151477,3,0.490023055,0
36,50573,678,2,384384,3,0.386775237,1
53,116907,438,1,57763,2,0.339012732,0
29,60874,598,2,428425,2,0.787002795,0
26,97362,575,1,209670,4,0.687549001,0
36,119956,477,1,153496,2,0.278842904,0
49,107460,653,0,373954,4,0.546124329,1
23,147021,453,0,356667,1,0.52683404,0
40,138580,500,1,114955,4,0.299769456,0
56,53367,414,0,156628,2,0.759833891,0
39,41199,367,0,360281,0,0.45667178,1
46,136600,744,2,417546,2,0.733356443,0
23,111404,744,0,217338,3,0.334443831,1
39,94328,625,1,139308,2,0.420551423,0
40,77724,658,0,205288,1,0.266619663,1
52,106133,444,2,297456,4,0.300435489,0
27,56405,574,1,380831,3,0.818228443,0
53,118232,808,0,419407,4,0.276378851,1
59,128659,478,1,114602,4,0.267011845,0
38,35989,776,0,219529,2,0.858264118,0
21,48931,713,2,303784,0,0.652132422,0
31,29290,452,0,367315,3,0.270641188,0
48,58367,403,1,329437,1,0.880201717,0
45,141136,374,1,119124,1,0.302970007,0
43,99878,427,1,251921,0,0.736442008,0
51,110477,644,0,434904,0,0.224395953,0
50,99481,830,0,207301,2,0.637179258,0
55,96298,458,0,90802,1,0.58269271,0
27,146299,837,2,245324,3,0.345602667,1
36,50133,725,2,359168,0,0.6502023,0
46,132616,322,2,160194,0,0.631937095,0
22,125686,346,1,177296,0,0.758846201,0
21,47052,824,1,230612,3,0.813111841,0
32,127286,443,1,404547,1,0.557073458,0
25,105489,718,1,223174,3,0.543206635,0
57,60475,384,1,378555,3,0.63511704,0
52,102666,715,0,47262,2,0.710445312,0
29,116622,781,1,383358,0,0.449319821,1
55,77656,755,0,111435,1,0.553249318,1
39,24633,596,2,91314,2,0.60957293,0
36,37304,411,2,195664,2,0.891864659,0
23,127573,529,2,169998,4,0.611398538,0
40,117820,395,2,353431,0,0.356930586,0
44,66546,677,2,124318,1,0.611592901,0
53,27008,455,1,397278,1,0.773649708,0
44,68291,720,1,392102,1,0.800182576,0
31,47405,404,1,22528,0,0.760175318,0
28,137069,629,2,5068,1,0.821746591,0
56,56386,738,2,336397,3,0.434336439,1
58,110909,431,0,347898,3,0.555299435,0
40,40827,681,1,180040,0,0.745713767,0
55,53040,437,2,358082,1,0.385114966,0
45,80354,569,2,446839,4,0.460107006,0
55,98543,849,2,495395,4,0.781808958,0
45,38157,695,0,47129,4,0.739059955,1
49,117693,763,2,259935,3,0.879839698,0
38,55315,749,0,381140,4,0.897181841,0
38,55932,630,0,230760,1,0.368521183,0
22,41164,552,1,66321,1,0.83031499,0
55,34414,584,2,16526,4,0.266160851,0
36,147597,573,0,228524,2,0.696860146,0
56,34327,319,2,244583,4,0.354069571,0
53,133880,538,1,489780,2,0.41021781,0
24,20946,569,1,162781,0,0.862424824,0
53,34693,717,0,112535,0,0.384205866,0
34,47241,609,1,20063,1,0.671224508,0
41,135194,330,1,140795,3,0.324689956,0
40,115790,403,1,9213,1,0.265372984,0
28,35540,485,2,289941,1,0.437521918,0
27,92255,427,2,237842,3,0.636937271,0
23,84757,509,0,89946,1,0.373561601,0
37,61203,713,0,93918,3,0.410118159,1
53,45081,580,1,181289,1,0.696110873,0
32,81861,552,1,466499,0,0.271957216,0
42,31350,318,0,28655,2,0.512833564,0
42,75512,435,1,494100,1,0.859214171,0
50,76809,522,0,214062,2,0.477880164,0
58,121894,302,2,148659,4,0.50394072,0
58,117557,535,1,289699,1,0.716743013,0
28,62832,764,1,33071,0,0.745308065,0
47,48369,527,1,287383,3,0.738724473,0
47,51728,798,2,128441,0,0.898506917,0
54,37576,820,2,364282,2,0.250015761,0
41,49001,438,1,316295,3,0.887577299,0
50,147625,575,0,7203,0,0.865132732,0
53,103384,590,2,149707,0,0.79649723,0
48,20390,352,1,188643,0,0.517887903,0
53,107535,409,1,137216,3,0.80963166,0
25,65436,303,2,430915,0,0.354582689,0
39,31569,346,0,220691,0,0.754159085,0
24,33029,393,1,358807,2,0.329666812,0
55,42490,512,0,396988,0,0.770753402,0
37,65875,735,0,279357,0,0.630170393,0
48,143552,807,2,21944,4,0.268621896,1
50,120864,504,1,71723,3,0.826723689,0
49,25867,680,1,204741,4,0.604570037,0
26,100820,372,0,73947,2,0.659373795,0
55,119515,815,2,170529,4,0.398457025,1
57,29121,375,2,40191,1,0.810144853,0
44,21539,376,2,252129,3,0.581640515,0
49,111024,709,0,256767,0,0.494784199,1
51,37027,405,0,77264,4,0.573997222,0
55,147402,775,1,193996,4,0.692319157,0
53,94229,574,2,431960,0,0.686533513,0
41,28921,387,0,451640,0,0.450303971,0
52,70435,376,2,486633,2,0.469680796,0
43,142368,376,0,214409,4,0.593566735,0
53,30310,741,1,474300,4,0.847084985,0
23,83965,839,2,431102,1,0.721801187,0
38,142033,544,0,366990,1,0.47329049,0
45,131048,681,2,386694,4,0.435922839,1
51,116444,441,0,89963,1,0.566545672,0
23,89922,667,0,268116,4,0.808993958,0
44,117799,383,0,366363,3,0.206075469,0
52,113948,442,2,142693,2,0.697340248,0
42,102839,651,0,227621,1,0.406158579,1
43,32242,844,1,54738,4,0.345878236,0
22,137027,451,2,193766,1,0.208496598,0
47,132561,457,1,321921,2,0.827613434,1
22,28947,745,1,281674,3,0.838573929,0
46,132250,602,2,143426,0,0.242992209,0
37,91466,749,0,313673,0,0.565270726,1
53,123706,523,1,370039,1,0.306802121,0
29,140351,342,2,318858,4,0.731081288,0
59,144749,563,0,224831,2,0.66577403,0
49,81816,302,2,129750,3,0.407991569,0
46,68785,567,2,439448,3,0.281872197,0
55,139963,315,2,450295,3,0.781854464,0
45,20507,633,0,125883,0,0.671976735,0
44,86972,763,1,148622,2,0.204773962,1
33,47151,358,1,262391,0,0.639510247,0
27,31618,476,2,355340,1,0.767207219,0
56,94286,362,2,327529,3,0.613537642,0
40,36122,606,0,331880,2,0.497299574,0
21,27354,545,2,494781,3,0.608742865,0
28,129598,588,2,297412,0,0.63379844,0
36,50979,631,2,490092,0,0.648024237,0
34,106436,826,1,140362,0,0.876931538,0
32,99376,554,2,453250,3,0.325053451,0
43,72774,809,1,297282,2,0.636165189,0
35,122703,762,0,470198,2,0.331595324,1
48,25037,498,0,255927,1,0.346969704,0
54,48633,570,1,391794,3,0.668480519,0
22,44495,363,1,280576,1,0.841167859,0
52,84550,529,1,72058,1,0.311330973,0
43,101384,548,1,63175,1,0.873725874,1
42,56483,545,2,38329,1,0.423560628,0
45,133181,456,1,467292,0,0.47391983,0
42,93373,387,1,410544,1,0.307576577,0
42,54069,612,1,432463,2,0.631085274,0
26,27370,365,2,273821,1,0.617494346,0
35,139873,319,2,460026,0,0.50958882,0
57,136843,332,2,55357,4,0.533263973,0
53,91947,372,0,60812,4,0.636083113,0
28,59133,642,2,46616,4,0.608447574,0
25,116035,432,1,459500,3,0.461984367,0
59,115761,354,2,447957,2,0.81888007,0
24,133753,360,2,451694,0,0.667362366,0
26,20692,819,1,190128,4,0.343784431,0
52,48926,571,2,489699,0,0.423932095,0
50,119782,545,0,312678,0,0.751514671,0
55,124700,475,2,215128,3,0.273167767,0
36,93984,616,0,69162,4,0.725162399,0
33,63390,430,0,311855,1,0.451189709,0
50,69593,401,0,158877,0,0.586183732,0
39,95609,609,1,363124,4,0.396390682,0
37,120950,591,2,287287,0,0.8905196,0
39,25209,794,0,474044,3,0.834088204,1
48,146700,660,0,113380,3,0.849914886,0
46,26533,637,2,198545,1,0.329342863,0
57,106597,309,1,152089,3,0.789183067,0
46,27211,348,1,461418,4,0.574777971,0
43,29927,786,0,489075,3,0.69550144,0
29,97463,620,1,46423,1,0.352252847,1
32,137333,432,2,46713,2,0.698389252,0
21,44594,382,1,486072,0,0.839987071,0
21,94852,356,2,79310,0,0.38723697,0
54,97713,675,0,269349,4,0.363351896,1
52,96382,648,2,320410,1,0.273090184,0
45,27933,570,0,148414,1,0.386764673,0
21,123780,782,2,467779,1,0.575054583,1
36,132157,410,2,199262,0,0.782901404,0
59,60696,375,1,86863,3,0.395160184,0
25,85449,457,2,157272,0,0.634801072,0
42,87616,831,0,143260,0,0.535713489,1
49,26089,628,2,393377,0,0.402005328,0
23,76548,421,0,269952,3,0.557251357,0
32,46123,340,0,280995,2,0.317573677,0
46,27797,466,2,479106,4,0.647704292,1
36,70013,322,1,398126,2,0.280963905,0
57,28346,578,2,201000,2,0.711686368,0
42,105414,768,2,413274,0,0.324398875,1
49,53672,699,1,19620,2,0.898711407,0
34,37653,308,0,450971,0,0.776570816,0
48,69556,312,2,67995,0,0.440688213,0
25,143723,351,1,494982,4,0.498343341,0
50,128278,508,1,41681,1,0.381433715,0
25,46140,849,0,331653,0,0.736980193,0
32,21184,701,1,481555,2,0.466508879,0
36,143626,490,0,72703,4,0.728629857,0
46,54493,350,2,203752,2,0.212881088,0
46,64148,692,1,465919,1,0.294934672,1
41,44846,599,2,244128,3,0.455482034,0
59,131361,495,1,309280,1,0.276235973,0
56,42195,716,1,227452,4,0.620789595,0
53,25606,719,2,360843,1,0.235582469,0
50,23956,821,1,355600,1,0.801834096,0
57,36555,655,2,88086,4,0.732915599,0
43,110385,447,2,172415,4,0.351379535,0
30,38690,664,0,384673,2,0.538654334,0
25,78502,663,2,285398,0,0.516269155,1
56,144586,701,0,328417,3,0.707405231,0
54,68849,791,2,457827,3,0.48105623,1
51,46347,528,1,122574,3,0.223054708,0
30,118725,836,2,119847,1,0.391615101,1
39,123844,567,1,110547,4,0.526337064,0
52,111321,704,0,458218,4,0.882144551,0
21,69056,310,1,483899,4,0.816811067,0
25,83851,619,2,17926,0,0.326984301,0
24,118234,425,1,235431,4,0.706293158,0
36,101502,605,0,462480,4,0.855777831,0
44,116633,810,1,356671,1,0.206154829,1
36,101418,388,1,374531,2,0.704661972,0
22,90211,654,2,294707,3,0.521533447,1
48,61850,651,2,428904,1,0.676165337,0
52,98545,313,1,492775,1,0.623912492,0
47,47843,556,0,170202,1,0.889265846,0
40,82320,508,1,268069,3,0.402170784,0
44,49793,580,0,56595,1,0.750300087,0
32,59516,742,0,135249,2,0.364247922,1
55,124407,688,0,21321,4,0.504925584,1
53,149045,782,1,408985,2,0.882766612,0
53,37857,446,0,172820,4,0.736295407,0
57,39627,578,1,176100,4,0.421074879,0
32,81822,820,0,283295,1,0.633558498,0
23,104101,733,0,81133,1,0.234784458,1
21,111561,443,1,39187,3,0.386476442,0
53,72248,588,2,48835,0,0.702873343,0
30,75798,685,2,267203,2,0.599065499,1
49,113368,313,1,499044,3,0.528770997,0
33,64116,556,1,221789,3,0.683613242,0
32,95318,645,2,32235,2,0.478921224,0
51,124186,644,2,99208,2,0.218309301,1
22,147119,699,2,72114,4,0.508718636,1
55,107902,506,1,181438,0,0.831490435,0
43,48557,471,0,134191,1,0.79963059,0
37,91334,763,1,379975,0,0.48629803,1
46,95163,569,2,389033,0,0.215555009,0
28,126719,520,0,262057,1,0.645415091,0
49,143099,451,1,86583,0,0.718836099,0
46,98002,482,2,37160,3,0.405970503,0
30,62614,698,1,366155,3,0.5336648,1
46,32720,371,0,488301,1,0.894299757,1
54,77608,717,2,272421,1,0.603440109,0
27,127449,582,1,399996,2,0.445752434,0
24,122828,373,0,444795,2,0.639242214,0
31,146613,654,0,384245,0,0.326015615,1
49,92095,796,1,247521,0,0.339476661,1
56,125924,627,0,327894,1,0.8474473,0
45,104694,834,2,61902,0,0.367440029,1
41,116452,746,0,216270,4,0.417552565,1
56,107593,672,1,121849,3,0.580644069,0
30,55892,661,2,102052,0,0.829784834,0
57,126975,392,0,132894,0,0.747014223,0
29,97242,620,0,168233,2,0.230648744,0
44,136041,623,2,442715,4,0.685120768,0
55,146202,683,2,167958,0,0.552843038,1
55,97606,645,0,407016,3,0.532886989,0
56,143769,402,2,54460,0,0.684090857,0
38,138542,514,1,396568,1,0.337362432,0
59,126438,491,0,75975,4,0.887042065,1
52,20924,493,1,468059,0,0.651714571,0
44,71322,679,0,400580,4,0.455959322,0
43,46478,702,1,21568,0,0.620141546,0
52,91042,310,1,174164,3,0.351529604,0
57,66418,486,2,469235,3,0.643689305,0
32,82217,314,0,67679,4,0.219751999,0
33,120699,596,2,70781,2,0.438827338,0
43,110140,710,2,275574,2,0.723261828,0
45,100846,351,0,471935,1,0.765584494,0
55,93762,327,1,43692,2,0.377043589,0
50,31781,316,0,35086,4,0.577586623,0
37,25515,650,0,316815,2,0.569945023,0
40,137358,727,0,234334,1,0.495019232,1
45,56133,528,2,149973,0,0.359903088,0
42,102508,509,0,271051,2,0.692259763,0
33,117628,730,0,234652,4,0.376653177,1
39,96946,593,0,33604,4,0.837718016,0
56,105058,403,1,42869,1,0.569950904,0
32,29095,503,1,150609,1,0.809334836,0
39,108583,352,1,148573,3,0.403519905,0
32,40470,674,1,259557,3,0.764955409,0
29,63129,353,2,124261,3,0.279564509,0
27,28531,575,2,435587,0,0.736781239,0
48,57038,634,0,381783,4,0.470862095,0
34,107939,330,2,378834,3,0.528993062,0
51,62674,434,1,435037,4,0.316765124,0
39,147572,357,0,224804,1,0.213039382,0
36,114658,404,0,392736,0,0.666338245,0
25,102476,565,1,273217,1,0.611402798,0
55,49831,821,1,197077,4,0.635699706,0
32,77174,795,1,474313,3,0.378501231,1
45,31279,552,2,285245,1,0.367494224,0
41,58220,594,0,429642,2,0.781207418,0
56,80610,457,1,99877,0,0.732876927,0
43,72719,848,0,274457,4,0.435753081,1
36,144936,366,0,166845,3,0.646464001,0
59,73051,598,2,426219,1,0.779705003,1
59,92013,762,0,64668,0,0.82218061,0
34,76652,400,1,359100,3,0.204064383,0
51,85524,355,1,207322,1,0.769423675,0
25,102936,631,0,120087,4,0.445274634,0
55,26470,692,0,386595,2,0.702864799,0
43,87598,680,2,97675,2,0.459980955,1
49,61798,391,1,96634,4,0.624374361,0
31,144517,746,1,440510,0,0.652747708,0
38,73473,408,0,149654,4,0.48349494,0
32,39880,616,0,114119,1,0.558949732,0
29,120117,467,0,149832,0,0.70841936,0
30,64439,734,1,338935,2,0.533413688,1
37,140944,741,0,349302,1,0.20978634,1
58,34308,517,2,434199,3,0.209032938,0
27,111563,521,2,438525,3,0.662917595,0
33,116256,827,0,34715,3,0.793066276,0
29,55081,577,2,434631,2,0.749691476,0
47,95242,765,2,223400,4,0.417280211,1
22,70383,329,2,355404,0,0.529789519,0
25,29837,658,2,449797,2,0.363912518,0
49,124135,587,2,139724,1,0.892404937,0
57,72151,385,1,293441,1,0.382354514,0
58,138128,533,0,234030,3,0.491383115,0
39,56824,612,2,412244,0,0.676790266,0
28,53073,664,0,149875,3,0.813212369,0
21,132651,568,2,273451,1,0.236032979,0
42,117624,430,1,429541,1,0.410713773,0
37,113648,650,1,325760,4,0.598290094,0
27,46299,479,2,458699,4,0.632819157,1
45,119993,779,2,429790,4,0.249019207,1
24,78861,462,2,124828,3,0.664855116,0
56,50063,395,1,220870,0,0.569645056,1
26,89453,809,1,465287,4,0.779339166,1
51,141768,664,0,151004,2,0.355532423,1
39,143299,652,1,413965,4,0.33651889,1
59,88472,735,2,275871,3,0.755336055,0
47,122166,382,0,191478,0,0.69270839,0
30,34506,524,1,22332,4,0.754171352,0
46,114341,711,1,493286,0,0.747353899,0
39,99854,417,2,409050,2,0.272800473,0
59,133604,781,0,156397,1,0.395008133,1
23,46026,491,1,145285,0,0.382059595,0
33,47672,406,1,380885,4,0.854211097,0
48,58417,681,2,137475,3,0.541226602,1
40,72413,689,0,324115,3,0.277739993,1
48,144044,543,0,254271,3,0.402704534,0
28,85066,767,0,452246,3,0.810331154,0
59,79213,837,0,78042,0,0.792946465,0
21,70971,509,2,100195,3,0.830237638,0
23,47281,372,1,143663,1,0.471970141,0
33,133978,608,1,394288,2,0.648938673,0
48,48091,485,0,280140,0,0.394721744,0
45,70494,552,0,319629,0,0.326577732,0
53,123864,312,0,52830,3,0.215330753,0
58,133755,598,1,39370,3,0.356408665,0
26,38610,375,1,324716,0,0.623061896,0
52,21079,350,0,477224,3,0.83294722,0
41,115386,448,2,296242,3,0.293394387,0
36,66751,421,1,197633,3,0.842608093,0
41,106126,510,1,269340,3,0.441769664,0
31,75432,579,0,147163,3,0.498779885,0
57,50951,837,2,216648,4,0.455484978,1
56,100863,455,0,201326,4,0.486025698,0
55,98291,537,0,316406,4,0.381435204,0
39,145659,675,2,142095,0,0.689023275,0
40,79872,381,2,25543,2,0.730728177,0
38,27235,791,2,458245,0,0.776179024,0
34,102733,655,1,492129,4,0.438902708,1
35,82712,572,0,369315,0,0.735238824,0
51,41473,343,1,440553,2,0.64637275,0
21,87567,422,2,176481,3,0.870541261,0
23,126818,648,1,75540,1,0.497349617,0
36,145849,629,2,146035,4,0.89461681,0
43,127399,708,2,149868,4,0.718275821,0
31,144421,622,0,45972,2,0.743394428,0
32,99823,410,0,77613,3,0.217993402,0
30,124215,388,0,100384,3,0.548178846,0
52,129999,732,1,83062,1,0.569835699,1
36,52230,398,0,270405,3,0.228420071,0
28,104573,838,2,284190,2,0.418491856,1
58,112588,445,0,280541,3,0.868950926,0
32,88876,556,1,458652,2,0.498278005,0
44,60644,488,0,357949,4,0.330691389,0
48,68664,539,0,499910,4,0.559337095,0
28,65203,802,0,292901,4,0.223635904,0
48,86677,570,1,151371,0,0.56119209,0
56,45425,819,2,260456,4,0.615987814,1
46,143246,849,2,137974,2,0.450386054,1
28,104817,413,2,386003,1,0.733803339,0
48,127585,638,0,251088,3,0.294999854,0
48,105961,658,0,47399,4,0.814728387,0
57,120342,633,1,53330,0,0.868811437,0
56,145740,468,2,444524,0,0.200864167,0
47,117649,638,0,257055,2,0.789905162,0
37,89806,560,0,139918,1,0.554273604,0
29,62814,498,0,148431,4,0.522983944,0
53,90219,510,1,185448,4,0.367075375,0
40,69646,586,2,73056,0,0.513127529,0
33,59884,771,1,45832,2,0.865299005,0
48,115345,781,2,156170,0,0.347551344,1
49,146062,322,2,122095,0,0.325328867,0
33,120088,408,0,109987,1,0.369327413,0
55,138198,595,0,186034,2,0.586283936,0
26,89322,305,0,355816,1,0.851209871,0
38,41650,849,0,303029,2,0.601717114,0
25,114242,502,0,494472,4,0.370437734,0
45,29190,624,2,26157,3,0.508316621,0
22,58196,543,0,446588,3,0.473280092,0
30,59449,626,0,24674,2,0.232598629,0
50,59661,346,1,37357,3,0.557449294,0
25,49709,312,1,279722,0,0.288204471,0
53,130965,679,2,395601,4,0.789570829,0
21,100428,664,2,400467,4,0.584274037,1
38,95179,641,1,215121,3,0.791224538,0
52,29943,520,1,435645,2,0.869231281,0
31,63240,372,0,490857,0,0.860231804,0
41,65760,345,0,445087,2,0.270300534,0
46,41042,803,2,484742,3,0.86137195,0
45,141770,573,1,161571,4,0.757023045,0
42,63894,507,2,404637,4,0.744360674,0
47,26869,423,0,188276,2,0.263089978,0
33,81078,309,2,422807,1,0.325660292,0
53,76759,628,2,197012,2,0.882614366,0
54,125973,486,2,490731,1,0.34935911,0
55,64306,842,0,222443,2,0.318337331,1
21,128369,359,2,108229,1,0.453646133,0
41,75371,741,0,148274,1,0.839349338,0
26,40918,516,1,499166,1,0.533335424,0
48,48379,301,2,391125,1,0.844408603,1
37,140667,835,2,227274,0,0.434037146,1
25,128475,655,0,155362,1,0.358570052,1
51,110810,464,2,416346,1,0.546642106,0
